Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Estimate; Speak only English,Total; Margin of Error; Speak only English
0500000US21057,21057,"Cumberland County, Kentucky",6441,98.4,1.2
0500000US29045,29045,"Clark County, Missouri",6592,98.4,0.8
0500000US29155,29155,"Pemiscot County, Missouri",16772,98.4,0.6
0500000US21029,21029,"Bullitt County, Kentucky",70867,98.3,0.3
0500000US29207,29207,"Stoddard County, Missouri",28164,98.3,0.6
0500000US42005,42005,"Armstrong County, Pennsylvania",65172,98.3,0.3
0500000US13083,13083,"Dade County, Georgia",15689,98.2,0.8
0500000US17045,17045,"Edgar County, Illinois",17309,98.2,0.4
0500000US17061,17061,"Greene County, Illinois",13001,98.2,0.7
0500000US30059,30059,"Meagher County, Montana",1761,98.2,1.6
0500000US47071,47071,"Hardin County, Tennessee",24538,98.2,0.7
0500000US47153,47153,"Sequatchie County, Tennessee",13423,98.2,0.8
0500000US54051,54051,"Marshall County, West Virginia",31172,98.2,0.4
0500000US18047,18047,"Franklin County, Indiana",21674,98.1,0.6
0500000US19025,19025,"Calhoun County, Iowa",9408,98.1,0.5
0500000US19059,19059,"Dickinson County, Iowa",15963,98.1,0.5
0500000US40081,40081,"Lincoln County, Oklahoma",32074,98.1,0.5
0500000US47145,47145,"Roane County, Tennessee",51157,98.1,0.4
0500000US51051,51051,"Dickenson County, Virginia",14893,98.1,0.9
0500000US18061,18061,"Harrison County, Indiana",36906,98,0.6
0500000US19119,19119,"Lyon County, Iowa",10727,98,0.5
0500000US20063,20063,"Gove County, Kansas",2614,98,0.8
0500000US21135,21135,"Lewis County, Kentucky",13013,98,0.9
0500000US22025,22025,"Catahoula Parish, Louisiana",9697,98,1.2
0500000US29117,29117,"Livingston County, Missouri",14148,98,0.5
0500000US29187,29187,"St. Francois County, Missouri",61862,98,0.4
0500000US39167,39167,"Washington County, Ohio",58397,98,0.4
0500000US54065,54065,"Morgan County, West Virginia",16694,98,0.8
0500000US13319,13319,"Wilkinson County, Georgia",8894,97.9,0.9
0500000US21149,21149,"McLean County, Kentucky",8979,97.9,0.6
0500000US21205,21205,"Rowan County, Kentucky",22103,97.9,0.8
0500000US26085,26085,"Lake County, Michigan",11006,97.9,0.5
0500000US29186,29186,"Ste. Genevieve County, Missouri",17035,97.9,1.1
0500000US47185,47185,"White County, Tennessee",24512,97.9,0.6
0500000US51113,51113,"Madison County, Virginia",12523,97.9,1.5
0500000US54039,54039,"Kanawha County, West Virginia",181519,97.9,0.2
0500000US17067,17067,"Hancock County, Illinois",17883,97.8,0.6
0500000US18183,18183,"Whitley County, Indiana",31177,97.8,0.6
0500000US19017,19017,"Bremer County, Iowa",23034,97.8,0.6
0500000US20007,20007,"Barber County, Kansas",4612,97.8,1.1
0500000US26129,26129,"Ogemaw County, Michigan",20505,97.8,0.4
0500000US27035,27035,"Crow Wing County, Minnesota",58781,97.8,0.3
0500000US27055,27055,"Houston County, Minnesota",17902,97.8,0.5
0500000US28109,28109,"Pearl River County, Mississippi",52084,97.8,0.7
0500000US16049,16049,"Idaho County, Idaho",15405,97.7,0.7
0500000US17165,17165,"Saline County, Illinois",23475,97.7,0.7
0500000US27041,27041,"Douglas County, Minnesota",34189,97.7,0.4
0500000US51191,51191,"Washington County, Virginia",52119,97.7,0.4
0500000US30023,30023,"Deer Lodge County, Montana",8882,97.6,1
0500000US31027,31027,"Cedar County, Nebraska",8233,97.6,0.6
0500000US42115,42115,"Susquehanna County, Pennsylvania",40888,97.6,0.4
0500000US51125,51125,"Nelson County, Virginia",14386,97.6,1.4
0500000US17121,17121,"Marion County, Illinois",36555,97.5,0.6
0500000US39011,39011,"Auglaize County, Ohio",42929,97.5,0.5
0500000US47137,47137,"Pickett County, Tennessee",4869,97.5,2.1
0500000US51139,51139,"Page County, Virginia",22707,97.5,0.7
0500000US27057,27057,"Hubbard County, Minnesota",19203,97.4,0.5
0500000US29013,29013,"Bates County, Missouri",15871,97.4,0.7
0500000US29023,29023,"Butler County, Missouri",40163,97.4,0.7
0500000US05099,5099,"Nevada County, Arkansas",8390,97.3,1.2
0500000US26069,26069,"Iosco County, Michigan",24670,97.3,0.6
0500000US29205,29205,"Shelby County, Missouri",5889,97.2,1.4
0500000US40005,40005,"Atoka County, Oklahoma",13167,97.1,0.6
0500000US47053,47053,"Gibson County, Tennessee",46484,97.1,0.6
0500000US47183,47183,"Weakley County, Tennessee",32854,97.1,1
0500000US23021,23021,"Piscataquis County, Maine",16595,97,0.9
0500000US31121,31121,"Merrick County, Nebraska",7316,96.9,1.1
0500000US38071,38071,"Ramsey County, North Dakota",10749,96.9,1
0500000US17133,17133,"Monroe County, Illinois",31272,96.8,0.8
0500000US30045,30045,"Judith Basin County, Montana",1989,96.7,1.5
0500000US31059,31059,"Fillmore County, Nebraska",5519,96.7,1.3
0500000US31089,31089,"Holt County, Nebraska",9753,96.7,1
0500000US48393,48393,"Roberts County, Texas",959,96.7,2.1
0500000US50013,50013,"Grand Isle County, Vermont",6677,96.6,0.7
0500000US38073,38073,"Ransom County, North Dakota",5160,96.5,1.5
0500000US55113,55113,"Sawyer County, Wisconsin",15575,96.4,0.7
0500000US12089,12089,"Nassau County, Florida",70093,96.3,0.7
0500000US40129,40129,"Roger Mills County, Oklahoma",3491,96.3,1.4
0500000US46083,46083,"Lincoln County, South Dakota",42404,96.3,0.7
0500000US27071,27071,"Koochiching County, Minnesota",12584,96.2,1.3
0500000US26101,26101,"Manistee County, Michigan",23598,95.9,0.7
0500000US30019,30019,"Daniels County, Montana",1671,95.9,2.4
0500000US38041,38041,"Hettinger County, North Dakota",2400,95.7,1.4
0500000US38001,38001,"Adams County, North Dakota",2188,95.5,2.2
0500000US20101,20101,"Lane County, Kansas",1558,95.3,1.1
0500000US27087,27087,"Mahnomen County, Minnesota",4937,95.3,1.3
0500000US38021,38021,"Dickey County, North Dakota",4910,94.9,1.4
0500000US38085,38085,"Sioux County, North Dakota",3777,88.7,2.6
0500000US46031,46031,"Corson County, South Dakota",3705,82.8,2.5
0500000US01017,1017,"Chambers County, Alabama",32144,98.7,0.4
0500000US20031,20031,"Coffey County, Kansas",8045,98.6,0.6
0500000US20197,20197,"Wabaunsee County, Kansas",6570,98.6,0.6
0500000US39073,39073,"Hocking County, Ohio",27587,98.6,0.4
0500000US47025,47025,"Claiborne County, Tennessee",30376,98.6,0.5
0500000US17193,17193,"White County, Illinois",13710,98.5,0.6
0500000US21157,21157,"Marshall County, Kentucky",29581,98.5,0.5
0500000US29175,29175,"Randolph County, Missouri",23661,98.5,0.4
0500000US47013,47013,"Campbell County, Tennessee",38347,98.5,0.4
0500000US47073,47073,"Hawkins County, Tennessee",53763,98.5,0.4
0500000US13181,13181,"Lincoln County, Georgia",7498,98.4,0.7
0500000US20141,20141,"Osborne County, Kansas",3640,98.4,0.7
0500000US28015,28015,"Carroll County, Mississippi",9928,98.4,1
0500000US05059,5059,"Hot Spring County, Arkansas",31202,98.3,0.4
0500000US05067,5067,"Jackson County, Arkansas",16786,98.3,0.5
0500000US13143,13143,"Haralson County, Georgia",26784,98.3,0.5
0500000US13199,13199,"Meriwether County, Georgia",20372,98.3,0.6
0500000US29093,29093,"Iron County, Missouri",9897,98.3,0.5
0500000US29201,29201,"Scott County, Missouri",36511,98.3,0.6
0500000US38087,38087,"Slope County, North Dakota",689,98.3,1.5
0500000US05047,5047,"Franklin County, Arkansas",16988,98.2,1
0500000US13251,13251,"Screven County, Georgia",13485,98.2,0.9
0500000US20121,20121,"Miami County, Kansas",30696,98.2,0.6
0500000US31015,31015,"Boyd County, Nebraska",1959,98.2,1
0500000US01079,1079,"Lawrence County, Alabama",31994,98.1,0.5
0500000US19073,19073,"Greene County, Iowa",8763,98.1,0.8
0500000US20143,20143,"Ottawa County, Kansas",5702,98.1,0.6
0500000US20191,20191,"Sumner County, Kansas",22308,98.1,0.7
0500000US29083,29083,"Henry County, Missouri",20962,98,0.8
0500000US29131,29131,"Miller County, Missouri",23272,98,0.7
0500000US46087,46087,"McCook County, South Dakota",5201,98,0.8
0500000US47085,47085,"Humphreys County, Tennessee",17403,98,0.6
0500000US47161,47161,"Stewart County, Tennessee",12526,98,0.6
0500000US17021,17021,"Christian County, Illinois",32648,97.9,0.4
0500000US17131,17131,"Mercer County, Illinois",15415,97.9,0.6
0500000US18083,18083,"Knox County, Indiana",35911,97.9,0.5
0500000US31065,31065,"Furnas County, Nebraska",4686,97.9,1
0500000US31073,31073,"Gosper County, Nebraska",1871,97.9,1
0500000US31139,31139,"Pierce County, Nebraska",6775,97.9,0.5
0500000US38005,38005,"Benson County, North Dakota",6069,97.9,0.6
0500000US39071,39071,"Highland County, Ohio",40663,97.9,0.6
0500000US39161,39161,"Van Wert County, Ohio",26914,97.9,0.6
0500000US51023,51023,"Botetourt County, Virginia",31541,97.9,0.6
0500000US54049,54049,"Marion County, West Virginia",53476,97.9,0.4
0500000US18059,18059,"Hancock County, Indiana",66322,97.8,0.4
0500000US26083,26083,"Keweenaw County, Michigan",2084,97.8,1
0500000US26137,26137,"Otsego County, Michigan",22776,97.8,0.5
0500000US46047,46047,"Fall River County, South Dakota",6709,97.8,1.1
0500000US17053,17053,"Ford County, Illinois",13237,97.7,0.6
0500000US18175,18175,"Washington County, Indiana",26442,97.7,0.7
0500000US19055,19055,"Delaware County, Iowa",16586,97.7,0.8
0500000US20127,20127,"Morris County, Kansas",5583,97.7,1
0500000US22127,22127,"Winn Parish, Louisiana",14250,97.7,0.6
0500000US26001,26001,"Alcona County, Michigan",10461,97.7,0.6
0500000US26041,26041,"Delta County, Michigan",35012,97.7,0.5
0500000US31093,31093,"Howard County, Nebraska",5912,97.7,0.9
0500000US39119,39119,"Muskingum County, Ohio",80581,97.7,0.4
0500000US42117,42117,"Tioga County, Pennsylvania",39971,97.7,0.3
0500000US49033,49033,"Rich County, Utah",2071,97.7,1.3
0500000US55037,55037,"Florence County, Wisconsin",4244,97.7,0.8
0500000US18101,18101,"Martin County, Indiana",9644,97.6,0.9
0500000US21215,21215,"Spencer County, Kentucky",16281,97.6,1.2
0500000US22091,22091,"St. Helena Parish, Louisiana",10316,97.6,1.2
0500000US26155,26155,"Shiawassee County, Michigan",66152,97.6,0.3
0500000US27073,27073,"Lac qui Parle County, Minnesota",6793,97.6,0.5
0500000US51133,51133,"Northumberland County, Virginia",11824,97.6,1.4
0500000US55069,55069,"Lincoln County, Wisconsin",27291,97.6,0.4
0500000US55129,55129,"Washburn County, Wisconsin",15030,97.6,0.4
0500000US01093,1093,"Marion County, Alabama",28912,97.5,0.9
0500000US05009,5009,"Boone County, Arkansas",34923,97.5,1
0500000US20089,20089,"Jewell County, Kansas",2927,97.5,1
0500000US20139,20139,"Osage County, Kansas",15246,97.5,0.6
0500000US27001,27001,"Aitkin County, Minnesota",15314,97.5,0.5
0500000US28009,28009,"Benton County, Mississippi",8167,97.5,0.5
0500000US31163,31163,"Sherman County, Nebraska",2956,97.5,1.1
0500000US38103,38103,"Wells County, North Dakota",4018,97.5,0.8
0500000US46093,46093,"Meade County, South Dakota",23988,97.5,0.6
0500000US19133,19133,"Monona County, Iowa",8711,97.4,0.8
0500000US20021,20021,"Cherokee County, Kansas",20038,97.4,0.9
0500000US39081,39081,"Jefferson County, Ohio",65558,97.4,0.4
0500000US42051,42051,"Fayette County, Pennsylvania",129426,97.4,0.3
0500000US13079,13079,"Crawford County, Georgia",11914,97.3,1.4
0500000US19195,19195,"Worth County, Iowa",7147,97.3,1
0500000US23013,23013,"Knox County, Maine",37883,97.3,0.5
0500000US26157,26157,"Tuscola County, Michigan",52237,97.3,0.4
0500000US21069,21069,"Fleming County, Kentucky",13562,97.2,1.6
0500000US30039,30039,"Granite County, Montana",2985,97.2,1.2
0500000US38003,38003,"Barnes County, North Dakota",10526,97.2,0.8
0500000US40077,40077,"Latimer County, Oklahoma",10333,97.2,0.9
0500000US38077,38077,"Richland County, North Dakota",15357,97.1,0.6
0500000US45065,45065,"McCormick County, South Carolina",9777,97.1,1.2
0500000US50017,50017,"Orange County, Vermont",27530,97.1,0.5
0500000US55023,55023,"Crawford County, Wisconsin",15690,97.1,0.7
0500000US05081,5081,"Little River County, Arkansas",12252,97,0.9
0500000US23009,23009,"Hancock County, Maine",52036,97,0.4
0500000US23017,23017,"Oxford County, Maine",54837,97,0.5
0500000US27157,27157,"Wabasha County, Minnesota",20330,97,1
0500000US40103,40103,"Noble County, Oklahoma",10799,97,0.8
0500000US42009,42009,"Bedford County, Pennsylvania",46961,97,0.5
0500000US47139,47139,"Polk County, Tennessee",15903,97,1
0500000US55013,55013,"Burnett County, Wisconsin",14706,97,0.6
0500000US05091,5091,"Miller County, Arkansas",40373,96.8,0.7
0500000US18179,18179,"Wells County, Indiana",25922,96.8,0.7
0500000US20039,20039,"Decatur County, Kansas",2786,96.8,1.5
0500000US26003,26003,"Alger County, Michigan",9173,96.8,1.1
0500000US27069,27069,"Kittson County, Minnesota",4285,96.8,1
0500000US47079,47079,"Henry County, Tennessee",30470,96.8,0.9
0500000US51520,51520,"Bristol city, Virginia",16749,96.8,1.4
0500000US29163,29163,"Pike County, Missouri",17476,96.6,1.3
0500000US56031,56031,"Platte County, Wyoming",8023,96.5,1.6
0500000US30049,30049,"Lewis and Clark County, Montana",60322,96.4,0.6
0500000US30089,30089,"Sanders County, Montana",10871,96.4,1.6
0500000US19095,19095,"Iowa County, Iowa",15387,96.3,0.8
0500000US51103,51103,"Lancaster County, Virginia",10870,96.3,1.1
0500000US26053,26053,"Gogebic County, Michigan",15466,96,0.8
0500000US46053,46053,"Gregory County, South Dakota",3995,95.9,1.4
0500000US08019,8019,"Clear Creek County, Colorado",8649,95.7,1.7
0500000US55125,55125,"Vilas County, Wisconsin",20545,95.6,0.6
0500000US30005,30005,"Blaine County, Montana",5984,95.4,1.5
0500000US18103,18103,"Miami County, Indiana",34598,95.3,0.7
0500000US32029,32029,"Storey County, Nevada",3795,94.5,2.7
0500000US41021,41021,"Gilliam County, Oregon",1809,93.1,3.6
0500000US30101,30101,"Toole County, Montana",4993,93,2.1
0500000US56013,56013,"Fremont County, Wyoming",37404,92.7,1.2
0500000US30035,30035,"Glacier County, Montana",12252,89.3,2.1
0500000US21033,21033,"Caldwell County, Kentucky",12160,99.2,0.8
0500000US28125,28125,"Sharkey County, Mississippi",4566,99.1,0.7
0500000US13201,13201,"Miller County, Georgia",5646,98.9,1.1
0500000US05073,5073,"Lafayette County, Arkansas",7107,98.8,0.9
0500000US22065,22065,"Madison Parish, Louisiana",11167,98.7,0.7
0500000US01127,1127,"Walker County, Alabama",62728,98.6,0.3
0500000US13155,13155,"Irwin County, Georgia",8989,98.6,0.9
0500000US40105,40105,"Nowata County, Oklahoma",10012,98.6,0.5
0500000US22049,22049,"Jackson Parish, Louisiana",15166,98.5,0.7
0500000US30095,30095,"Stillwater County, Montana",8714,98.5,0.7
0500000US05121,5121,"Randolph County, Arkansas",16796,98.4,0.5
0500000US21177,21177,"Muhlenberg County, Kentucky",29812,98.4,0.5
0500000US22029,22029,"Concordia Parish, Louisiana",19262,98.4,0.3
0500000US01013,1013,"Butler County, Alabama",19332,98.3,0.6
0500000US17025,17025,"Clay County, Illinois",12897,98.3,0.7
0500000US21173,21173,"Montgomery County, Kentucky",24927,98.3,0.5
0500000US51037,51037,"Charlotte County, Virginia",11744,98.3,0.9
0500000US21091,21091,"Hancock County, Kentucky",8066,98.2,0.5
0500000US21125,21125,"Laurel County, Kentucky",55335,98.2,0.4
0500000US30105,30105,"Valley County, Montana",7069,98.2,0.8
0500000US51027,51027,"Buchanan County, Virginia",22835,98.2,0.6
0500000US21051,21051,"Clay County, Kentucky",20175,98.1,0.5
0500000US21139,21139,"Livingston County, Kentucky",8954,98.1,1.1
0500000US29177,29177,"Ray County, Missouri",21889,98.1,0.6
0500000US31061,31061,"Franklin County, Nebraska",3016,98.1,0.6
0500000US48119,48119,"Delta County, Texas",4906,98.1,1.1
0500000US54029,54029,"Hancock County, West Virginia",28907,98.1,0.4
0500000US17039,17039,"De Witt County, Illinois",15579,98,0.5
0500000US18065,18065,"Henry County, Indiana",46860,98,0.4
0500000US21019,21019,"Boyd County, Kentucky",46498,98,0.5
0500000US21167,21167,"Mercer County, Kentucky",19986,98,0.9
0500000US27077,27077,"Lake of the Woods County, Minnesota",3789,98,1.4
0500000US28085,28085,"Lincoln County, Mississippi",32428,98,0.8
0500000US13211,13211,"Morgan County, Georgia",16846,97.9,1.1
0500000US19077,19077,"Guthrie County, Iowa",10268,97.9,0.6
0500000US37015,37015,"Bertie County, North Carolina",19768,97.9,0.8
0500000US42105,42105,"Potter County, Pennsylvania",16499,97.9,0.4
0500000US51141,51141,"Patrick County, Virginia",17701,97.9,1
0500000US13303,13303,"Washington County, Georgia",19621,97.8,0.6
0500000US17049,17049,"Effingham County, Illinois",32084,97.8,0.6
0500000US17055,17055,"Franklin County, Illinois",37171,97.8,0.4
0500000US18109,18109,"Morgan County, Indiana",65068,97.8,0.4
0500000US26011,26011,"Arenac County, Michigan",15050,97.8,0.6
0500000US39145,39145,"Scioto County, Ohio",74445,97.8,0.4
0500000US17117,17117,"Macoupin County, Illinois",44829,97.7,0.4
0500000US18069,18069,"Huntington County, Indiana",34863,97.7,0.5
0500000US21049,21049,"Clark County, Kentucky",33348,97.7,0.5
0500000US22069,22069,"Natchitoches Parish, Louisiana",36792,97.7,0.4
0500000US29071,29071,"Franklin County, Missouri",95243,97.7,0.4
0500000US29107,29107,"Lafayette County, Missouri",31180,97.7,0.6
0500000US39067,39067,"Harrison County, Ohio",14858,97.7,0.9
0500000US47057,47057,"Grainger County, Tennessee",21387,97.7,0.7
0500000US13273,13273,"Terrell County, Georgia",8576,97.6,0.6
0500000US13295,13295,"Walker County, Georgia",64492,97.6,0.5
0500000US19109,19109,"Kossuth County, Iowa",14558,97.6,0.6
0500000US22125,22125,"West Feliciana Parish, Louisiana",14881,97.6,0.7
0500000US05005,5005,"Baxter County, Arkansas",39424,97.5,0.6
0500000US05065,5065,"Izard County, Arkansas",12963,97.5,0.9
0500000US13321,13321,"Worth County, Georgia",20269,97.5,0.5
0500000US26143,26143,"Roscommon County, Michigan",23333,97.5,0.8
0500000US37131,37131,"Northampton County, North Carolina",20554,97.5,0.7
0500000US47029,47029,"Cocke County, Tennessee",33716,97.5,0.7
0500000US51183,51183,"Sussex County, Virginia",11487,97.5,0.8
0500000US54033,54033,"Harrison County, West Virginia",65013,97.5,0.4
0500000US22107,22107,"Tensas Parish, Louisiana",4800,97.4,1.1
0500000US29113,29113,"Lincoln County, Missouri",49363,97.4,0.6
0500000US29221,29221,"Washington County, Missouri",23575,97.4,0.8
0500000US30097,30097,"Sweet Grass County, Montana",3401,97.4,1.7
0500000US51031,51031,"Campbell County, Virginia",52113,97.4,0.6
0500000US01065,1065,"Hale County, Alabama",14650,97.3,1.2
0500000US17135,17135,"Montgomery County, Illinois",28249,97.3,0.5
0500000US19111,19111,"Lee County, Iowa",33695,97.3,0.6
0500000US20179,20179,"Sheridan County, Kansas",2402,97.3,1.9
0500000US27065,27065,"Kanabec County, Minnesota",15259,97.3,0.6
0500000US42131,42131,"Wyoming County, Pennsylvania",26692,97.3,0.5
0500000US47077,47077,"Henderson County, Tennessee",26204,97.3,0.5
0500000US18033,18033,"DeKalb County, Indiana",39555,97.2,0.6
0500000US18079,18079,"Jennings County, Indiana",26594,97.2,0.8
0500000US31127,31127,"Nemaha County, Nebraska",6780,97.2,0.7
0500000US19015,19015,"Boone County, Iowa",24908,97.1,0.7
0500000US46119,46119,"Sully County, South Dakota",1338,97.1,1.7
0500000US42013,42013,"Blair County, Pennsylvania",119812,97,0.3
0500000US42083,42083,"McKean County, Pennsylvania",41025,96.9,0.4
0500000US51081,51081,"Greensville County, Virginia",11522,96.9,0.9
0500000US20167,20167,"Russell County, Kansas",6562,96.8,1.4
0500000US26047,26047,"Emmet County, Michigan",31217,96.8,0.6
0500000US18013,18013,"Brown County, Indiana",14459,96.6,0.9
0500000US50005,50005,"Caledonia County, Vermont",29530,96.6,0.7
0500000US42059,42059,"Greene County, Pennsylvania",36464,96.5,0.6
0500000US42065,42065,"Jefferson County, Pennsylvania",42391,96.5,0.6
0500000US20165,20165,"Rush County, Kansas",3074,96.4,1.3
0500000US20033,20033,"Comanche County, Kansas",1777,96.3,2.1
0500000US36095,36095,"Schoharie County, New York",30874,96.3,0.5
